Shields stress,slope,median grain size (m),flow depth (m),density (kg/m3),observation method,used in this study,citation
0.122,0.000403,6.60E-05,0.033,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03443"
0.126,0.000624,6.60E-05,0.022,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03444"
0.155,0.000102,4.50E-05,0.1125,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03445"
0.147,0.000146,4.50E-05,0.075,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03446"
0.134,0.000177,4.50E-05,0.0562,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03447"
0.127,0.00021,4.50E-05,0.045,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03448"
0.140,0.000462,4.50E-05,0.0225,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03449"
0.140,6.93E-05,3.00E-05,0.1,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03450"
0.133,8.78E-05,3.00E-05,0.075,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03451"
0.164,0.000135,3.00E-05,0.06,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03452"
0.161,0.000213,3.00E-05,0.0375,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03453"
0.165,0.000272,3.00E-05,0.03,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03454"
0.198,6.53E-05,1.50E-05,0.075,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03455"
0.070,0.000487,7.60E-05,0.019,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03456"
0.062,0.000432,7.60E-05,0.019,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03457"
0.055,0.000287,5.30E-05,0.0177,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03458"
0.070,0.000365,5.30E-05,0.0177,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03459"
0.061,0.000212,4.20E-05,0.021,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03460"
0.068,0.000237,4.20E-05,0.021,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03461"
0.063,0.000219,3.30E-05,0.0165,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03462"
0.076,0.000264,3.30E-05,0.0165,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03463"
0.092,0.00016,2.40E-05,0.024,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03464"
0.087,0.000151,2.40E-05,0.024,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03465"
0.140,0.000244,1.60E-05,0.016,2740,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03466"
0.030,0.00594,0.00056,0.0047,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03467"
0.113,0.00373,0.0001,0.005,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03468"
0.036,0.00535,0.0004,0.0044,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03469"
0.053,0.00262,0.00019,0.0063,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03470"
0.079,0.00356,0.00014,0.0047,2500,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03471"
0.178,0.0264,0.001,0.0111,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03472"
0.156,0.0618,0.00188,0.0078,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03473"
0.135,0.0846,0.00286,0.0075,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03474"
0.172,0.0114,0.00056,0.014,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03475"
0.110,0.0182,0.001,0.01,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03476"
0.092,0.0455,0.00188,0.0063,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03477"
0.141,0.00931,0.00056,0.014,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03478"
0.086,0.0582,0.00286,0.007,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03479"
0.091,0.0375,0.00286,0.0114,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03480"
0.134,0.0155,0.001,0.0143,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03481"
0.143,0.00708,0.00056,0.0187,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03482"
0.110,0.029,0.00188,0.0117,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03483"
0.140,0.00924,0.00056,0.014,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03484"
0.069,0.0353,0.00286,0.0092,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03485"
0.086,0.0255,0.00188,0.0104,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03486"
0.106,0.0157,0.001,0.0111,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03487"
0.030,2.25E-07,0.00036,24,1500,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03488"
0.070,5.25E-07,0.00035,23.3333,1500,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03489"
0.047,5.41E-07,0.00035,15.2174,1500,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03490"
0.025,0.00166,0.0005,0.0125,2660,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03491"
0.021,0.00149,0.0005,0.0125,2770,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03492"
0.025,0.00173,0.0005,0.0125,2730,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03493"
0.022,0.00132,0.0005,0.0125,2500,Visual,no,Buffington_1997
